,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
615,LP001824,Male,Yes,1,Graduate,No,2882.0,1843.0,123.0,480,1,Semiurban
616,LP001825,Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360,1,Urban
617,LP001835,Male,Yes,0,Not Graduate,No,1668.0,3890.0,201.0,360,0,Semiurban
618,LP001836,Female,No,2,Graduate,No,3427.0,0.0,138.0,360,1,Urban
619,LP001841,Male,No,0,Not Graduate,Yes,2583.0,2167.0,104.0,360,1,Rural
620,LP001843,Male,Yes,1,Not Graduate,No,2661.0,7101.0,279.0,180,1,Semiurban
621,LP001844,Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360,0,Urban
622,LP001846,Female,No,3+,Graduate,No,3083.0,0.0,255.0,360,1,Rural
623,LP001849,Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360,0,Rural
624,LP001854,Male,Yes,3+,Graduate,No,5250.0,0.0,94.0,360,1,Urban
625,LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360,1,Rural
626,LP001864,Male,Yes,3+,Not Graduate,No,4931.0,0.0,128.0,360,,Semiurban
627,LP001865,Male,Yes,1,Graduate,No,6083.0,4250.0,330.0,360,,Urban
628,LP001868,Male,No,0,Graduate,No,2060.0,2209.0,134.0,360,1,Semiurban
629,LP001870,Female,No,1,Graduate,No,3481.0,0.0,155.0,36,1,Semiurban
630,LP001871,Female,No,0,Graduate,No,7200.0,0.0,120.0,360,1,Rural
631,LP001872,Male,No,0,Graduate,Yes,5166.0,0.0,128.0,360,1,Semiurban
632,LP001875,Male,No,0,Graduate,No,4095.0,3447.0,151.0,360,1,Rural
633,LP001877,Male,Yes,2,Graduate,No,4708.0,1387.0,150.0,360,1,Semiurban
634,LP001882,Male,Yes,3+,Graduate,No,4333.0,1811.0,160.0,360,0,Urban
635,LP001883,Female,No,0,Graduate,,3418.0,0.0,135.0,360,1,Rural
636,LP001884,Female,No,1,Graduate,No,2876.0,1560.0,90.0,360,1,Urban
637,LP001888,Female,No,0,Graduate,No,3237.0,0.0,30.0,360,1,Urban
638,LP001891,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,360,1,Urban
639,LP001892,Male,No,0,Graduate,No,2833.0,1857.0,126.0,360,1,Rural
640,LP001894,Male,Yes,0,Graduate,No,2620.0,2223.0,150.0,360,1,Semiurban
641,LP001896,Male,Yes,2,Graduate,No,3900.0,0.0,90.0,360,1,Semiurban
642,LP001900,Male,Yes,1,Graduate,No,2750.0,1842.0,115.0,360,1,Semiurban
643,LP001903,Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360,1,Semiurban
644,LP001904,Male,Yes,0,Graduate,No,3103.0,1300.0,80.0,360,1,Urban
645,LP001907,Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360,1,Semiurban
646,LP001908,Female,Yes,0,Not Graduate,No,4100.0,0.0,124.0,360,,Rural
647,LP001910,Male,No,1,Not Graduate,Yes,4053.0,2426.0,158.0,360,0,Urban
648,LP001914,Male,Yes,0,Graduate,No,3927.0,800.0,112.0,360,1,Semiurban
649,LP001915,Male,Yes,2,Graduate,No,2301.0,985.7999878,78.0,180,1,Urban
650,LP001917,Female,No,0,Graduate,No,1811.0,1666.0,54.0,360,1,Urban
651,LP001922,Male,Yes,0,Graduate,No,20667.0,0.0,,360,1,Rural
652,LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360,1,Rural
653,LP001925,Female,No,0,Graduate,Yes,2600.0,1717.0,99.0,300,1,Semiurban
654,LP001926,Male,Yes,0,Graduate,No,3704.0,2000.0,120.0,360,1,Rural
655,LP001931,Female,No,0,Graduate,No,4124.0,0.0,115.0,360,1,Semiurban
656,LP001935,Male,No,0,Graduate,No,9508.0,0.0,187.0,360,1,Rural
657,LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360,1,Rural
658,LP001938,Male,Yes,2,Graduate,No,4400.0,0.0,127.0,360,0,Semiurban
659,LP001940,Male,Yes,2,Graduate,No,3153.0,1560.0,134.0,360,1,Urban
660,LP001945,Female,No,,Graduate,No,5417.0,0.0,143.0,480,0,Urban
661,LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360,1,Semiurban
662,LP001949,Male,Yes,3+,Graduate,,4416.0,1250.0,110.0,360,1,Urban
663,LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360,1,Semiurban
664,LP001954,Female,Yes,1,Graduate,No,4666.0,0.0,135.0,360,1,Urban
665,LP001955,Female,No,0,Graduate,No,5000.0,2541.0,151.0,480,1,Rural
666,LP001963,Male,Yes,1,Graduate,No,2014.0,2925.0,113.0,360,1,Urban
667,LP001964,Male,Yes,0,Not Graduate,No,1800.0,2934.0,93.0,360,0,Urban
668,LP001972,Male,Yes,,Not Graduate,No,2875.0,1750.0,105.0,360,1,Semiurban
669,LP001974,Female,No,0,Graduate,No,5000.0,0.0,132.0,360,1,Rural
670,LP001977,Male,Yes,1,Graduate,No,1625.0,1803.0,96.0,360,1,Urban
671,LP001978,Male,No,0,Graduate,No,4000.0,2500.0,140.0,360,1,Rural
672,LP001990,Male,No,0,Not Graduate,No,2000.0,0.0,,360,1,Urban
673,LP001993,Female,No,0,Graduate,No,3762.0,1666.0,135.0,360,1,Rural
674,LP001994,Female,No,0,Graduate,No,2400.0,1863.0,104.0,360,0,Urban
675,LP001996,Male,No,0,Graduate,No,20233.0,0.0,480.0,360,1,Rural
676,LP001998,Male,Yes,2,Not Graduate,No,7667.0,0.0,185.0,360,,Rural
677,LP002002,Female,No,0,Graduate,No,2917.0,0.0,84.0,360,1,Semiurban
678,LP002004,Male,No,0,Not Graduate,No,2927.0,2405.0,111.0,360,1,Semiurban
679,LP002006,Female,No,0,Graduate,No,2507.0,0.0,56.0,360,1,Rural
680,LP002008,Male,Yes,2,Graduate,Yes,5746.0,0.0,144.0,84,,Rural
681,LP002024,Unknown,Yes,0,Graduate,No,2473.0,1843.0,159.0,360,1,Rural
682,LP002031,Male,Yes,1,Not Graduate,No,3399.0,1640.0,111.0,180,1,Urban
683,LP002035,Male,Yes,2,Graduate,No,3717.0,0.0,120.0,360,1,Semiurban
684,LP002036,Male,Yes,0,Graduate,No,2058.0,2134.0,88.0,360,,Urban
685,LP002043,Female,No,1,Graduate,No,3541.0,0.0,112.0,360,,Semiurban
686,LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360,1,Rural
687,LP002051,Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360,1,Semiurban
688,LP002053,Male,Yes,3+,Graduate,No,4342.0,189.0,124.0,360,1,Semiurban
689,LP002054,Male,Yes,2,Not Graduate,No,3601.0,1590.0,,360,1,Rural
690,LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360,,Rural
691,LP002065,Male,Yes,3+,Graduate,No,15000.0,0.0,300.0,360,1,Rural
692,LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360,0,Rural
693,LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360,0,Rural
694,LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,360,1,Semiurban
695,LP002086,Female,Yes,0,Graduate,No,4333.0,2451.0,110.0,360,1,Urban
696,LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360,1,Urban
697,LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360,1,Urban
698,LP002098,Male,No,0,Graduate,No,2935.0,0.0,98.0,360,1,Semiurban
699,LP002100,Male,No,,Graduate,No,2833.0,0.0,71.0,360,1,Urban
700,LP002101,Male,Yes,0,Graduate,,63337.0,0.0,490.0,180,1,Urban
701,LP002103,Unknown,Yes,1,Graduate,Yes,9833.0,1833.0,182.0,180,1,Urban
702,LP002106,Male,Yes,,Graduate,Yes,5503.0,4490.0,70.0,,1,Semiurban
703,LP002110,Male,Yes,1,Graduate,,5250.0,688.0,160.0,360,1,Rural
704,LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360,1,Rural
705,LP002113,Female,No,3+,Not Graduate,No,1830.0,0.0,,360,0,Urban
706,LP002114,Female,No,0,Graduate,No,4160.0,0.0,71.0,360,1,Semiurban
707,LP002115,Male,Yes,3+,Not Graduate,No,2647.0,1587.0,173.0,360,1,Rural
708,LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360,1,Rural
709,LP002119,Male,Yes,1,Not Graduate,No,4554.0,1229.0,158.0,360,1,Urban
710,LP002126,Male,Yes,3+,Not Graduate,No,3173.0,0.0,74.0,360,1,Semiurban
711,LP002128,Male,Yes,2,Graduate,,2583.0,2330.0,125.0,360,1,Rural
712,LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360,1,Semiurban
713,LP002130,Male,Yes,,Not Graduate,No,3523.0,3230.0,152.0,360,0,Rural
714,LP002131,Male,Yes,2,Not Graduate,No,3083.0,2168.0,126.0,360,1,Urban
715,LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360,,Semiurban
716,LP002138,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360,1,Rural
717,LP002139,Male,Yes,0,Graduate,No,9083.0,0.0,228.0,360,1,Semiurban
718,LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360,1,Rural
719,LP002141,Male,Yes,3+,Graduate,No,2666.0,2083.0,95.0,360,1,Rural
720,LP002142,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360,0,Rural
721,LP002143,Female,Yes,0,Graduate,No,2423.0,505.0,130.0,360,1,Semiurban
722,LP002144,Female,No,,Graduate,No,3813.0,0.0,116.0,180,1,Urban
723,LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360,1,Rural
724,LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360,1,Urban
725,LP002158,Male,Yes,0,Not Graduate,No,3000.0,1666.0,100.0,480,0,Urban
726,LP002160,Male,Yes,3+,Graduate,No,5167.0,3167.0,200.0,360,1,Semiurban
727,LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,360,1,Semiurban
728,LP002170,Male,Yes,2,Graduate,No,5000.0,3667.0,236.0,360,1,Semiurban
729,LP002175,Male,Yes,0,Graduate,No,4750.0,2333.0,130.0,360,1,Urban
730,LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300,,Urban
731,LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360,1,Rural
732,LP002181,Male,No,0,Not Graduate,No,6216.0,0.0,133.0,360,1,Rural
733,LP002187,Male,No,0,Graduate,No,2500.0,0.0,96.0,480,1,Semiurban
734,LP002188,Male,No,0,Graduate,No,5124.0,0.0,124.0,,0,Rural
735,LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360,1,Semiurban
736,LP002191,Male,Yes,0,Graduate,No,19730.0,5266.0,570.0,360,1,Rural
737,LP002194,Female,No,0,Graduate,Yes,15759.0,0.0,55.0,360,1,Semiurban
738,LP002197,Male,Yes,2,Graduate,No,5185.0,0.0,155.0,360,1,Semiurban
739,LP002201,Male,Yes,2,Graduate,Yes,9323.0,7873.0,380.0,300,1,Rural
740,LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180,0,Urban
741,LP002209,Female,No,0,Graduate,,2764.0,1459.0,110.0,360,1,Urban
742,LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180,1,Urban
743,LP002219,Male,Yes,3+,Graduate,No,8750.0,4996.0,130.0,360,1,Rural
744,LP002223,Male,Yes,0,Graduate,No,4310.0,0.0,130.0,360,,Semiurban
745,LP002224,Male,No,0,Graduate,No,3069.0,0.0,71.0,480,1,Urban
746,LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360,1,Urban
747,LP002226,Male,Yes,0,Graduate,,3333.0,2500.0,128.0,360,1,Semiurban
748,LP002229,Male,No,0,Graduate,No,5941.0,4232.0,296.0,360,1,Semiurban
749,LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360,1,Urban
750,LP002234,Male,No,0,Graduate,Yes,7167.0,0.0,128.0,360,1,Urban
751,LP002236,Male,Yes,2,Graduate,No,4566.0,0.0,100.0,360,1,Urban
752,LP002237,Male,No,1,Graduate,,3667.0,0.0,113.0,180,1,Urban
753,LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360,1,Semiurban
754,LP002243,Male,Yes,0,Not Graduate,No,3010.0,3136.0,,360,0,Urban
755,LP002244,Male,Yes,0,Graduate,No,2333.0,2417.0,136.0,360,1,Urban
756,LP002250,Male,Yes,0,Graduate,No,5488.0,0.0,125.0,360,1,Rural
757,LP002255,Male,No,3+,Graduate,No,9167.0,0.0,185.0,360,1,Rural
758,LP002262,Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360,1,Rural
759,LP002263,Male,Yes,0,Graduate,No,2583.0,2115.0,120.0,360,,Urban
760,LP002265,Male,Yes,2,Not Graduate,No,1993.0,1625.0,113.0,180,1,Semiurban
761,LP002266,Male,Yes,2,Graduate,No,3100.0,1400.0,113.0,360,1,Urban
762,LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360,,Semiurban
763,LP002277,Female,No,0,Graduate,No,3180.0,0.0,71.0,360,0,Urban
764,LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360,1,Urban
765,LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360,1,Rural
766,LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360,0,Semiurban
767,LP002288,Male,Yes,2,Not Graduate,No,2889.0,0.0,45.0,180,0,Urban
768,LP002296,Male,No,0,Not Graduate,No,2755.0,0.0,65.0,300,1,Rural
769,LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360,1,Semiurban
770,LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360,1,Semiurban
771,LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360,1,Rural
772,LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360,1,Semiurban
773,LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360,1,Urban
774,LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360,1,Rural
775,LP002315,Male,Yes,1,Graduate,No,8300.0,0.0,152.0,300,0,Semiurban
776,LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360,0,Rural
777,LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360,1,Semiurban
778,LP002319,Male,Yes,0,Graduate,,6256.0,0.0,160.0,360,,Urban
779,LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360,0,Rural
780,LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360,1,Rural
781,LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,178.0,360,0,Semiurban
782,LP002337,Female,No,0,Graduate,No,2995.0,0.0,60.0,360,1,Urban
783,LP002341,Female,No,1,Graduate,No,2600.0,0.0,160.0,360,1,Urban
784,LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360,1,Urban
785,LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,112.0,360,1,Rural
786,LP002347,Male,Yes,0,Graduate,No,3246.0,1417.0,138.0,360,1,Semiurban
787,LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360,1,Rural
788,LP002357,Female,No,0,Not Graduate,No,2720.0,0.0,80.0,,0,Urban
789,LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360,1,Urban
790,LP002362,Male,Yes,1,Graduate,No,7250.0,1667.0,110.0,,0,Urban
791,LP002364,Male,Yes,0,Graduate,No,14880.0,0.0,96.0,360,1,Semiurban
792,LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360,1,Rural
793,LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360,1,Rural
794,LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360,1,Semiurban
795,LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360,1,Rural
796,LP002370,Male,No,0,Not Graduate,No,2717.0,0.0,60.0,180,1,Urban
797,LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360,1,Semiurban
798,LP002379,Male,No,0,Graduate,No,6500.0,0.0,105.0,360,0,Rural
799,LP002386,Male,No,0,Graduate,,12876.0,0.0,405.0,360,1,Semiurban
800,LP002387,Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,360,1,Semiurban
801,LP002390,Male,No,0,Graduate,No,3750.0,0.0,100.0,360,1,Urban
802,LP002393,Female,,,Graduate,No,10047.0,0.0,,240,1,Semiurban
803,LP002398,Male,No,0,Graduate,No,1926.0,1851.0,50.0,360,1,Semiurban
804,LP002401,Male,Yes,0,Graduate,No,2213.0,1125.0,,360,1,Urban
805,LP002403,Male,No,0,Graduate,Yes,10416.0,0.0,187.0,360,0,Urban
806,LP002407,Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360,1,Rural
807,LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360,1,Semiurban
808,LP002409,Male,Yes,0,Graduate,No,7901.0,1833.0,180.0,360,1,Rural
809,LP002418,Male,No,3+,Not Graduate,No,4707.0,1993.0,148.0,360,1,Semiurban
810,LP002422,Male,No,1,Graduate,No,37719.0,0.0,152.0,360,1,Semiurban
811,LP002424,Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300,,Rural
812,LP002429,Male,Yes,1,Graduate,Yes,3466.0,1210.0,130.0,360,1,Rural
813,LP002434,Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360,1,Rural
814,LP002435,Male,Yes,0,Graduate,,3539.0,1376.0,55.0,360,1,Rural
815,LP002443,Male,Yes,2,Graduate,No,3340.0,1710.0,150.0,360,0,Rural
816,LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360,,Semiurban
817,LP002446,Male,Yes,2,Not Graduate,No,2309.0,1255.0,125.0,360,0,Rural
818,LP002447,Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300,,Urban
819,LP002448,Male,Yes,0,Graduate,No,3948.0,1733.0,149.0,360,0,Rural
820,LP002449,Male,Yes,0,Graduate,No,2483.0,2466.0,90.0,180,0,Rural
821,LP002453,Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360,1,Semiurban
822,LP002455,Male,Yes,2,Graduate,No,3859.0,0.0,96.0,360,1,Semiurban
823,LP002459,Male,Yes,0,Graduate,No,4301.0,0.0,118.0,360,1,Urban
824,LP002467,Male,Yes,0,Graduate,No,3708.0,2569.0,173.0,360,1,Urban
825,LP002472,Male,No,2,Graduate,No,4354.0,0.0,136.0,360,1,Rural
826,LP002473,Male,Yes,0,Graduate,No,8334.0,0.0,160.0,360,1,Semiurban
827,LP002478,Unknown,Yes,0,Graduate,Yes,2083.0,4083.0,160.0,360,,Semiurban
828,LP002484,Male,Yes,3+,Graduate,No,7740.0,0.0,128.0,180,1,Urban
829,LP002487,Male,Yes,0,Graduate,No,3015.0,2188.0,153.0,360,1,Rural
830,LP002489,Female,No,1,Not Graduate,,5191.0,0.0,132.0,360,1,Semiurban
831,LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360,0,Semiurban
832,LP002494,Male,No,0,Graduate,No,6000.0,0.0,140.0,360,1,Rural
833,LP002500,Male,Yes,3+,Not Graduate,No,2947.0,1664.0,70.0,180,0,Urban
834,LP002501,Unknown,Yes,0,Graduate,No,16692.0,0.0,110.0,360,1,Semiurban
835,LP002502,Female,Yes,2,Not Graduate,,210.0,2917.0,98.0,360,1,Semiurban
836,LP002505,Male,Yes,0,Graduate,No,4333.0,2451.0,110.0,360,1,Urban
837,LP002515,Male,Yes,1,Graduate,Yes,3450.0,2079.0,162.0,360,1,Semiurban
838,LP002517,Male,Yes,1,Not Graduate,No,2653.0,1500.0,113.0,180,0,Rural
839,LP002519,Male,Yes,3+,Graduate,No,4691.0,0.0,100.0,360,1,Semiurban
840,LP002522,Female,No,0,Graduate,Yes,2500.0,0.0,93.0,360,,Urban
841,LP002524,Male,No,2,Graduate,No,5532.0,4648.0,162.0,360,1,Rural
842,LP002527,Male,Yes,2,Graduate,Yes,16525.0,1014.0,150.0,360,1,Rural
843,LP002529,Male,Yes,2,Graduate,No,6700.0,1750.0,230.0,300,1,Semiurban
844,LP002530,Unknown,Yes,2,Graduate,No,2873.0,1872.0,132.0,360,0,Semiurban
845,LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360,1,Semiurban
846,LP002533,Male,Yes,2,Graduate,No,2947.0,1603.0,,360,1,Urban
847,LP002534,Female,No,0,Not Graduate,No,4350.0,0.0,154.0,360,1,Rural
848,LP002536,Male,Yes,3+,Not Graduate,No,3095.0,0.0,113.0,360,1,Rural
849,LP002537,Male,Yes,0,Graduate,No,2083.0,3150.0,128.0,360,1,Semiurban
850,LP002541,Male,Yes,0,Graduate,No,10833.0,0.0,234.0,360,1,Semiurban
851,LP002543,Male,Yes,2,Graduate,No,8333.0,0.0,246.0,360,1,Semiurban
852,LP002544,Male,Yes,1,Not Graduate,No,1958.0,2436.0,131.0,360,1,Rural
853,LP002545,Male,No,2,Graduate,No,3547.0,0.0,80.0,360,0,Rural
854,LP002547,Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360,1,Urban
855,LP002555,Male,Yes,2,Graduate,Yes,4583.0,2083.0,160.0,360,1,Semiurban
856,LP002556,Male,No,0,Graduate,No,2435.0,0.0,75.0,360,1,Urban
857,LP002560,Male,No,0,Not Graduate,No,2699.0,2785.0,96.0,360,,Semiurban
858,LP002562,Male,Yes,1,Not Graduate,No,5333.0,1131.0,186.0,360,,Urban
859,LP002571,Male,No,0,Not Graduate,No,3691.0,0.0,110.0,360,1,Rural
860,LP002582,Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360,1,Semiurban
861,LP002585,Male,Yes,0,Graduate,No,3597.0,2157.0,119.0,360,0,Rural
862,LP002586,Female,Yes,1,Graduate,No,3326.0,913.0,105.0,84,1,Semiurban
863,LP002587,Male,Yes,0,Not Graduate,No,2600.0,1700.0,107.0,360,1,Rural
864,LP002588,Male,Yes,0,Graduate,No,4625.0,2857.0,111.0,12,,Urban
865,LP002600,Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360,1,Semiurban
866,LP002602,Male,No,0,Graduate,No,6283.0,4416.0,209.0,360,0,Rural
867,LP002603,Female,No,0,Graduate,No,645.0,3683.0,113.0,480,1,Rural
868,LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360,1,Semiurban
869,LP002615,Male,Yes,2,Graduate,No,4865.0,5624.0,208.0,360,1,Semiurban
870,LP002618,Male,Yes,1,Not Graduate,No,4050.0,5302.0,138.0,360,,Rural
871,LP002619,Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300,1,Semiurban
872,LP002622,Male,Yes,2,Graduate,No,3510.0,4416.0,243.0,360,1,Rural
873,LP002624,Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360,,Urban
874,LP002625,Unknown,No,0,Graduate,No,3583.0,0.0,96.0,360,1,Urban
875,LP002626,Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360,1,Urban
876,LP002634,Female,No,1,Graduate,No,13262.0,0.0,40.0,360,1,Urban
877,LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360,1,Rural
878,LP002640,Male,Yes,1,Graduate,No,6065.0,2004.0,250.0,360,1,Semiurban
879,LP002643,Male,Yes,2,Graduate,No,3283.0,2035.0,148.0,360,1,Urban
880,LP002648,Male,Yes,0,Graduate,No,2130.0,6666.0,70.0,180,1,Semiurban
881,LP002652,Male,No,0,Graduate,No,5815.0,3666.0,311.0,360,1,Rural
882,LP002659,Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360,1,Rural
883,LP002670,Female,Yes,2,Graduate,No,2031.0,1632.0,113.0,480,1,Semiurban
884,LP002682,Male,Yes,,Not Graduate,No,3074.0,1800.0,123.0,360,0,Semiurban
885,LP002683,Male,No,0,Graduate,No,4683.0,1915.0,185.0,360,1,Semiurban
886,LP002684,Female,No,0,Not Graduate,No,3400.0,0.0,95.0,360,1,Rural
887,LP002689,Male,Yes,2,Not Graduate,No,2192.0,1742.0,45.0,360,1,Semiurban
888,LP002690,Male,No,0,Graduate,No,2500.0,0.0,55.0,360,1,Semiurban
889,LP002692,Male,Yes,3+,Graduate,Yes,5677.0,1424.0,100.0,360,1,Rural
890,LP002693,Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360,1,Rural
891,LP002697,Male,No,0,Graduate,No,4680.0,2087.0,,360,1,Semiurban
892,LP002699,Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360,1,Rural
893,LP002705,Male,Yes,0,Graduate,No,3775.0,0.0,110.0,360,1,Semiurban
894,LP002706,Male,Yes,1,Not Graduate,No,5285.0,1430.0,161.0,360,0,Semiurban
895,LP002714,Male,No,1,Not Graduate,No,2679.0,1302.0,94.0,360,1,Semiurban
896,LP002716,Male,No,0,Not Graduate,No,6783.0,0.0,130.0,360,1,Semiurban
897,LP002717,Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360,,Rural
898,LP002720,Male,Yes,3+,Graduate,No,4281.0,0.0,100.0,360,1,Urban
899,LP002723,Male,No,2,Graduate,No,3588.0,0.0,110.0,360,0,Rural
900,LP002729,Male,No,1,Graduate,No,11250.0,0.0,196.0,360,,Semiurban
901,LP002731,Female,No,0,Not Graduate,Yes,18165.0,0.0,125.0,360,1,Urban
902,LP002732,Male,No,0,Not Graduate,,2550.0,2042.0,126.0,360,1,Rural
903,LP002734,Male,Yes,0,Graduate,No,6133.0,3906.0,324.0,360,1,Urban
904,LP002738,Male,No,2,Graduate,No,3617.0,0.0,107.0,360,1,Semiurban
905,LP002739,Male,Yes,0,Not Graduate,No,2917.0,536.0,66.0,360,1,Rural
906,LP002740,Male,Yes,3+,Graduate,No,6417.0,0.0,157.0,180,1,Rural
907,LP002741,Female,Yes,1,Graduate,No,4608.0,2845.0,140.0,180,1,Semiurban
908,LP002743,Female,No,0,Graduate,No,2138.0,0.0,99.0,360,0,Semiurban
909,LP002753,Female,No,1,Graduate,,3652.0,0.0,95.0,360,1,Semiurban
910,LP002755,Male,Yes,1,Not Graduate,No,2239.0,2524.0,128.0,360,1,Urban
911,LP002757,Female,Yes,0,Not Graduate,No,3017.0,663.0,102.0,360,,Semiurban
912,LP002767,Male,Yes,0,Graduate,No,2768.0,1950.0,155.0,360,1,Rural
913,LP002768,Male,No,0,Not Graduate,No,3358.0,0.0,80.0,36,1,Semiurban
914,LP002772,Male,No,0,Graduate,No,2526.0,1783.0,145.0,360,1,Rural
915,LP002776,Female,No,0,Graduate,No,5000.0,0.0,103.0,360,0,Semiurban
916,LP002777,Male,Yes,0,Graduate,No,2785.0,2016.0,110.0,360,1,Rural
917,LP002778,Male,Yes,2,Graduate,Yes,6633.0,0.0,,360,0,Rural
918,LP002784,Male,Yes,1,Not Graduate,No,2492.0,2375.0,,360,1,Rural
919,LP002785,Male,Yes,1,Graduate,No,3333.0,3250.0,158.0,360,1,Urban
920,LP002788,Male,Yes,0,Not Graduate,No,2454.0,2333.0,181.0,360,0,Urban
921,LP002789,Male,Yes,0,Graduate,No,3593.0,4266.0,132.0,180,0,Rural
922,LP002792,Male,Yes,1,Graduate,No,5468.0,1032.0,26.0,360,1,Semiurban
923,LP002794,Female,No,0,Graduate,No,2667.0,1625.0,84.0,360,,Urban
